Country,GTFCC_Target_Country,Continent,WHO_Region,Subregion,Year,Total_Cases,Autochtonous_Cases,Imported_Cases,Deaths,CFR,Incidence_Rate_perMillion,Cases_per_Million,Outbreak_Size,WHO_Region_encoded
Myanmar,Yes,Asia,SEARO,East Asia and Pacific,2017-01-01,1,1,0,0,0.0,0,0,Small,4
Nepal,Yes,Asia,SEARO,South Asia,2017-01-01,7,7,0,0,0.0,0,0,Small,4
Nigeria,Yes,Africa,AFRO,West and Central Africa,2017-01-01,12174,12174,0,288,2.3656973878758008,61,61,Epidemic,0
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2017-01-01,134,134,0,2,1.4925373134328357,1,1,Medium,5
Qatar,No,Asia,EMRO,Middle East and North Africa,2017-01-01,5,0,5,0,0.0,0,0,Small,1
Saudi Arabia,No,Asia,EMRO,Middle East and North Africa,2017-01-01,5,0,5,0,0.0,0,0,Small,1
Singapore,No,Asia,WPRO,East Asia and Pacific,2017-01-01,3,0,3,0,0.0,0,0,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2017-01-01,75414,75414,0,1007,1.3352958336648366,4883,4883,Epidemic,1
South Sudan,Yes,Africa,AFRO,Eastern and Southern Africa,2017-01-01,16088,16088,0,353,2.19418199900547,1454,1454,Epidemic,0
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2017-01-01,4895,4895,0,99,2.0224719101123596,84,84,Large,0
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2017-01-01,8,8,0,0,0.0,0,0,Small,4
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2017-01-01,252,252,0,0,0.0,6,6,Medium,0
United Arab Emirates,No,Asia,EMRO,Middle East and North Africa,2017-01-01,12,0,12,0,0.0,0,0,Small,1
USA,No,Americas,PAHO,North Americas,2017-01-01,11,2,9,0,0.0,0,0,Small,3
Yemen,Yes,Asia,EMRO,Middle East and North Africa,2017-01-01,1032481,1032481,0,2261,0.21898708063392935,35405,35405,Epidemic,1
Zambia,Yes,Africa,AFRO,Eastern and Southern Africa,2017-01-01,1794,1794,0,57,3.177257525083612,100,100,Large,0
Afghanistan,Yes,Asia,EMRO,South Asia,2016-01-01,677,677,0,5,0.7385524372230428,18,18,Medium,1
Angola,Yes,Africa,AFRO,Eastern and Southern Africa,2016-01-01,78,78,0,3,3.8461538461538463,2,2,Small,0
Australia,No,Oceania,WPRO,East Asia and Pacific,2016-01-01,1,0,1,0,0.0,0,0,Small,5
Benin,Yes,Africa,AFRO,West and Central Africa,2016-01-01,761,761,0,13,1.7082785808147174,64,64,Medium,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2016-01-01,434,434,0,5,1.1520737327188941,38,38,Medium,0
Canada,No,Americas,PAHO,North Americas,2016-01-01,1,0,1,0,0.0,0,0,Small,3
China,No,Asia,WPRO,East Asia and Pacific,2016-01-01,27,27,0,0,0.0,0,0,Small,5
Congo,Yes,Africa,AFRO,West and Central Africa,2016-01-01,15,15,0,2,13.333333333333334,3,3,Small,0
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2016-01-01,28093,28093,0,759,2.7017406471362975,324,324,Epidemic,0
Denmark,No,Europe,EURO,Western Europe,2016-01-01,1,0,1,0,0.0,0,0,Small,2
Dominican Republic,Yes,Americas,PAHO,Americas and Caribbean,2016-01-01,1159,1158,1,27,2.3295944779982745,108,108,Large,3
Germany,No,Europe,EURO,Western Europe,2016-01-01,1,0,1,0,0.0,0,0,Small,2
Ghana,Yes,Africa,AFRO,West and Central Africa,2016-01-01,175,175,0,0,0.0,6,6,Medium,0
Haiti,Yes,Americas,PAHO,Americas and Caribbean,2016-01-01,41421,41421,0,447,1.0791627435358875,3678,3678,Epidemic,3
India,Yes,Asia,SEARO,South Asia,2016-01-01,841,841,0,3,0.356718192627824,1,1,Medium,4
Iran,Yes,Asia,EMRO,Middle East and North Africa,2016-01-01,5,5,0,0,0.0,0,0,Small,1
Iraq,Yes,Asia,EMRO,Middle East and North Africa,2016-01-01,3,3,0,0,0.0,0,0,Small,1
Japan,No,Asia,WPRO,East Asia and Pacific,2016-01-01,10,0,10,0,0.0,0,0,Small,5
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2016-01-01,5866,5866,0,80,1.3637913399249915,112,112,Large,0
Korea (Rep of),No,Asia,WPRO,East Asia and Pacific,2016-01-01,4,3,1,0,0.0,0,0,Small,5
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2016-01-01,1792,1792,0,46,2.5669642857142856,96,96,Large,0
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2016-01-01,883,883,0,2,0.22650056625141565,29,29,Medium,0
Myanmar,Yes,Asia,SEARO,East Asia and Pacific,2016-01-01,32,32,0,11,34.375,1,1,Small,4
Nepal,Yes,Asia,SEARO,South Asia,2016-01-01,192,192,0,0,0.0,7,7,Medium,4
Netherlands,No,Europe,EURO,Western Europe,2016-01-01,1,0,1,0,0.0,0,0,Small,2
Niger,Yes,Africa,AFRO,West and Central Africa,2016-01-01,38,38,0,6,15.789473684210526,2,2,Small,0
Nigeria,Yes,Africa,AFRO,West and Central Africa,2016-01-01,768,768,0,32,4.166666666666666,4,4,Medium,0
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2016-01-01,124,124,0,0,0.0,1,1,Medium,5
Rwanda,No,Africa,AFRO,Eastern and Southern Africa,2016-01-01,355,355,0,0,0.0,28,28,Medium,0
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2016-01-01,15619,15619,0,548,3.508547282156348,1011,1011,Epidemic,1
South Sudan,Yes,Africa,AFRO,Eastern and Southern Africa,2016-01-01,4295,4295,0,82,1.909196740395809,388,388,Large,0
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2016-01-01,11360,11360,0,172,1.5140845070422535,196,196,Epidemic,0
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2016-01-01,52,52,0,1,1.9230769230769231,1,1,Small,4
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2016-01-01,516,516,0,11,2.131782945736434,12,12,Medium,0
United Kingdom,No,Europe,EURO,Western Europe,2016-01-01,19,0,19,0,0.0,0,0,Small,2
USA,No,Americas,PAHO,North Americas,2016-01-01,14,2,12,0,0.0,0,0,Small,3
Yemen,Yes,Asia,EMRO,Middle East and North Africa,2016-01-01,15751,15751,0,164,1.0412037330963113,540,540,Epidemic,1
Zimbabwe,Yes,Africa,AFRO,Eastern and Southern Africa,2016-01-01,10,10,0,1,10.0,1,1,Small,0
Afghanistan,Yes,Asia,EMRO,South Asia,2015-01-01,58064,58064,0,8,0.013777900248002206,1526,1526,Epidemic,1
Australia,No,Oceania,WPRO,East Asia and Pacific,2015-01-01,2,2,0,0,0.0,0,0,Small,5
Bahrain,No,Asia,EMRO,Middle East and North Africa,2015-01-01,8,0,8,0,0.0,0,0,Small,1
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2015-01-01,442,442,0,0,0.0,38,38,Medium,0
Cameroon,Yes,Africa,AFRO,West and Central Africa,2015-01-01,124,124,0,6,4.838709677419355,5,5,Medium,0
Canada,No,Americas,PAHO,North Americas,2015-01-01,3,0,3,0,0.0,0,0,Small,3
China,No,Asia,WPRO,East Asia and Pacific,2015-01-01,13,13,0,0,0.0,0,0,Small,5
Cote d'Ivoire,Yes,Africa,AFRO,West and Central Africa,2015-01-01,199,199,0,6,3.015075376884422,8,8,Medium,0
Cuba,No,Americas,PAHO,Americas and Caribbean,2015-01-01,65,65,0,0,0.0,6,6,Small,3
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2015-01-01,19182,19182,0,276,1.4388489208633095,221,221,Epidemic,0
Dominican Republic,Yes,Americas,PAHO,Americas and Caribbean,2015-01-01,546,546,0,15,2.7472527472527473,51,51,Medium,3
France,No,Europe,EURO,Western Europe,2015-01-01,1,0,1,0,0.0,0,0,Small,2
Ghana,Yes,Africa,AFRO,West and Central Africa,2015-01-01,692,692,0,8,1.1560693641618496,23,23,Medium,0
Haiti,Yes,Americas,PAHO,Americas and Caribbean,2015-01-01,36045,36045,0,322,0.8933277847135525,3200,3200,Epidemic,3
India,Yes,Asia,SEARO,South Asia,2015-01-01,889,889,0,4,0.44994375703037126,1,1,Medium,4
Iran,Yes,Asia,EMRO,Middle East and North Africa,2015-01-01,86,50,36,1,1.1627906976744187,1,1,Small,1
Iraq,Yes,Asia,EMRO,Middle East and North Africa,2015-01-01,4965,4965,0,2,0.04028197381671702,126,126,Large,1
Japan,No,Asia,WPRO,East Asia and Pacific,2015-01-01,7,0,7,0,0.0,0,0,Small,5
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2015-01-01,13291,13291,0,67,0.5041005191482958,253,253,Epidemic,0
Kuwait,No,Asia,EMRO,Middle East and North Africa,2015-01-01,5,0,5,0,0.0,0,0,Small,1
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2015-01-01,693,693,0,11,1.5873015873015872,37,37,Medium,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2015-01-01,244,244,0,2,0.819672131147541,8,8,Medium,5
Mexico,No,Americas,PAHO,Americas and Caribbean,2015-01-01,1,1,0,0,0.0,0,0,Small,3
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2015-01-01,8739,8739,0,64,0.7323492390433688,288,288,Large,0
Myanmar,Yes,Asia,SEARO,East Asia and Pacific,2015-01-01,103,103,0,12,11.650485436893204,2,2,Medium,4
Nepal,Yes,Asia,SEARO,South Asia,2015-01-01,82,82,0,0,0.0,3,3,Small,4
Niger,Yes,Africa,AFRO,West and Central Africa,2015-01-01,51,51,0,4,7.8431372549019605,2,2,Small,0
Nigeria,Yes,Africa,AFRO,West and Central Africa,2015-01-01,5290,5290,0,186,3.516068052930057,26,26,Large,0
Norway,No,Europe,EURO,Western Europe,2015-01-01,1,0,1,0,0.0,0,0,Small,2
Oman,No,Asia,EMRO,Middle East and North Africa,2015-01-01,1,0,1,0,0.0,0,0,Small,1
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2015-01-01,7536,7536,0,84,1.1146496815286624,488,488,Large,1
South Sudan,Yes,Africa,AFRO,Eastern and Southern Africa,2015-01-01,1818,1818,0,47,2.585258525852585,164,164,Large,0
Spain,No,Europe,EURO,Western Europe,2015-01-01,2,0,2,0,0.0,0,0,Small,2
Sweden,No,Europe,EURO,Western Europe,2015-01-01,1,0,1,0,0.0,0,0,Small,2
Switzerland,No,Europe,EURO,Western Europe,2015-01-01,2,0,2,0,0.0,0,0,Small,2
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2015-01-01,11563,11563,0,144,1.2453515523653031,199,199,Epidemic,0
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2015-01-01,125,125,0,1,0.8,2,2,Medium,4
Togo,Yes,Africa,AFRO,West and Central Africa,2015-01-01,35,35,0,1,2.857142857142857,4,4,Small,0
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2015-01-01,1461,1461,0,33,2.2587268993839835,33,33,Large,0
United Kingdom,No,Europe,EURO,Western Europe,2015-01-01,15,0,15,0,0.0,0,0,Small,2
USA,No,Americas,PAHO,North Americas,2015-01-01,4,1,3,0,0.0,0,0,Small,3
Zimbabwe,Yes,Africa,AFRO,Eastern and Southern Africa,2015-01-01,60,60,0,0,0.0,4,4,Small,0
Afghanistan,Yes,Asia,EMRO,South Asia,2014-01-01,45481,45481,0,4,0.0087948813790374,1196,1196,Epidemic,1
Angola,Yes,Africa,AFRO,Eastern and Southern Africa,2014-01-01,213,213,0,3,1.4084507042253522,7,7,Medium,0
Australia,No,Oceania,WPRO,East Asia and Pacific,2014-01-01,2,0,2,0,0.0,0,0,Small,5
Benin,Yes,Africa,AFRO,West and Central Africa,2014-01-01,832,832,0,12,1.4423076923076923,71,71,Medium,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2014-01-01,582,582,0,9,1.5463917525773196,50,50,Medium,0
Cameroon,Yes,Africa,AFRO,West and Central Africa,2014-01-01,3355,3355,0,184,5.484351713859911,130,130,Large,0
Canada,No,Americas,PAHO,North Americas,2014-01-01,2,0,2,0,0.0,0,0,Small,3
Chile,No,Americas,PAHO,Americas and Caribbean,2014-01-01,1,0,1,0,0.0,0,0,Small,3
China,No,Asia,WPRO,East Asia and Pacific,2014-01-01,24,24,0,0,0.0,0,0,Small,5
Cote d'Ivoire,Yes,Africa,AFRO,West and Central Africa,2014-01-01,235,235,0,12,5.106382978723404,9,9,Medium,0
Cuba,No,Americas,PAHO,Americas and Caribbean,2014-01-01,76,76,0,0,0.0,7,7,Small,3
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2014-01-01,22203,22203,0,372,1.6754492636130252,256,256,Epidemic,0
Dominican Republic,Yes,Americas,PAHO,Americas and Caribbean,2014-01-01,603,603,0,11,1.8242122719734661,56,56,Medium,3
France,No,Europe,EURO,Western Europe,2014-01-01,1,0,1,0,0.0,0,0,Small,2
Germany,No,Europe,EURO,Western Europe,2014-01-01,1,0,1,0,0.0,0,0,Small,2
Ghana,Yes,Africa,AFRO,West and Central Africa,2014-01-01,28944,28944,0,243,0.8395522388059702,952,952,Epidemic,0
Guinea,Yes,Africa,AFRO,West and Central Africa,2014-01-01,1,1,0,0,0.0,0,0,Small,0
Guinea-Bissau,Yes,Africa,AFRO,West and Central Africa,2014-01-01,11,11,0,2,18.181818181818183,6,6,Small,0
Haiti,Yes,Americas,PAHO,Americas and Caribbean,2014-01-01,27753,27753,0,296,1.0665513638165243,2464,2464,Epidemic,3
India,Yes,Asia,SEARO,South Asia,2014-01-01,4031,4031,0,21,0.5209625403125776,3,3,Large,4
Japan,No,Asia,WPRO,East Asia and Pacific,2014-01-01,5,0,5,0,0.0,0,0,Small,5
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2014-01-01,35,35,0,9,25.71428571428571,1,1,Small,0
Liberia,Yes,Africa,AFRO,West and Central Africa,2014-01-01,44,44,0,0,0.0,9,9,Small,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2014-01-01,134,79,55,1,0.7462686567164178,2,2,Medium,5
Mexico,No,Americas,PAHO,Americas and Caribbean,2014-01-01,14,14,0,0,0.0,0,0,Small,3
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2014-01-01,480,480,0,1,0.20833333333333334,16,16,Medium,0
Namibia,Yes,Africa,AFRO,Eastern and Southern Africa,2014-01-01,485,485,0,13,2.6804123711340204,194,194,Medium,0
Nepal,Yes,Asia,SEARO,South Asia,2014-01-01,14,14,0,2,14.285714285714285,0,0,Small,4
Niger,Yes,Africa,AFRO,West and Central Africa,2014-01-01,2059,2059,0,80,3.885381253035454,88,88,Large,0
Nigeria,Yes,Africa,AFRO,West and Central Africa,2014-01-01,35996,35996,0,755,2.09745527280809,179,179,Epidemic,0
Pakistan,Yes,Asia,EMRO,South Asia,2014-01-01,1218,1218,0,6,0.49261083743842365,6,6,Large,1
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2014-01-01,4547,4547,0,8,0.17594018033868483,42,42,Large,5
Russian Federation,No,Europe,EURO,"Central, Eastern Europe",2014-01-01,1,0,1,0,0.0,0,0,Small,2
Singapore,No,Asia,WPRO,East Asia and Pacific,2014-01-01,2,0,2,0,0.0,0,0,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2014-01-01,2820,2820,0,0,0.0,183,183,Large,1
South Sudan,Yes,Africa,AFRO,Eastern and Southern Africa,2014-01-01,6421,6421,0,167,2.600840990499922,580,580,Large,0
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2014-01-01,12,12,0,0,0.0,0,0,Small,4
Togo,Yes,Africa,AFRO,West and Central Africa,2014-01-01,262,262,0,11,4.198473282442748,32,32,Medium,0
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2014-01-01,309,309,0,9,2.912621359223301,7,7,Medium,0
United Kingdom,No,Europe,EURO,Western Europe,2014-01-01,14,0,14,0,0.0,0,0,Small,2
USA,No,Americas,PAHO,North Americas,2014-01-01,7,0,7,0,0.0,0,0,Small,3
Afghanistan,Yes,Asia,EMRO,South Asia,2013-01-01,3957,3957,0,14,0.3538033864038413,104,104,Large,1
Angola,Yes,Africa,AFRO,Eastern and Southern Africa,2013-01-01,6655,6655,0,86,1.2922614575507136,209,209,Large,0
Australia,No,Oceania,WPRO,East Asia and Pacific,2013-01-01,3,1,2,0,0.0,0,0,Small,5
Benin,Yes,Africa,AFRO,West and Central Africa,2013-01-01,528,528,0,6,1.1363636363636365,45,45,Medium,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2013-01-01,1557,1557,0,17,1.0918432883750802,135,135,Large,0
Cameroon,Yes,Africa,AFRO,West and Central Africa,2013-01-01,29,29,0,0,0.0,1,1,Small,0
Canada,No,Americas,PAHO,North Americas,2013-01-01,1,0,1,0,0.0,0,0,Small,3
Chile,No,Americas,PAHO,Americas and Caribbean,2013-01-01,2,0,2,0,0.0,0,0,Small,3
China,No,Asia,WPRO,East Asia and Pacific,2013-01-01,53,51,2,1,1.8867924528301887,0,0,Small,5
Congo,Yes,Africa,AFRO,West and Central Africa,2013-01-01,1624,1624,0,221,13.608374384236452,302,302,Large,0
Cote d'Ivoire,Yes,Africa,AFRO,West and Central Africa,2013-01-01,56,56,0,2,3.571428571428571,2,2,Small,0
Cuba,No,Americas,PAHO,Americas and Caribbean,2013-01-01,181,181,0,0,0.0,16,16,Medium,3
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2013-01-01,26944,26944,0,491,1.8222980997624705,310,310,Epidemic,0
Dominican Republic,Yes,Americas,PAHO,Americas and Caribbean,2013-01-01,1954,1954,0,42,2.1494370522006143,182,182,Large,3
Ghana,Yes,Africa,AFRO,West and Central Africa,2013-01-01,50,50,0,0,0.0,2,2,Small,0
Guinea,Yes,Africa,AFRO,West and Central Africa,2013-01-01,319,319,0,32,10.031347962382444,25,25,Medium,0
Guinea-Bissau,Yes,Africa,AFRO,West and Central Africa,2013-01-01,969,969,0,28,2.8895768833849327,504,504,Medium,0
Haiti,Yes,Americas,PAHO,Americas and Caribbean,2013-01-01,58809,58809,0,593,1.008349062218368,5221,5221,Epidemic,3
India,Yes,Asia,SEARO,South Asia,2013-01-01,6008,6008,0,54,0.8988015978695073,4,4,Large,4
Iran,Yes,Asia,EMRO,Middle East and North Africa,2013-01-01,256,45,211,7,2.734375,1,1,Medium,1
Iraq,Yes,Asia,EMRO,Middle East and North Africa,2013-01-01,1,1,0,0,0.0,0,0,Small,1
Israel,No,Asia,EURO,Middle East and North Africa,2013-01-01,1,0,1,0,0.0,0,0,Small,2
Italy,No,Europe,EURO,Western Europe,2013-01-01,1,0,1,0,0.0,0,0,Small,2
Japan,No,Asia,WPRO,East Asia and Pacific,2013-01-01,8,5,3,0,0.0,0,0,Small,5
Korea (Rep of),No,Asia,WPRO,East Asia and Pacific,2013-01-01,3,0,3,0,0.0,0,0,Small,5
Liberia,Yes,Africa,AFRO,West and Central Africa,2013-01-01,92,92,0,0,0.0,19,19,Small,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2013-01-01,171,94,77,1,0.5847953216374269,3,3,Medium,5
Mali,Yes,Africa,AFRO,West and Central Africa,2013-01-01,23,23,0,2,8.695652173913043,1,1,Small,0
Mexico,No,Americas,PAHO,Americas and Caribbean,2013-01-01,187,187,0,1,0.53475935828877,1,1,Medium,3
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2013-01-01,1869,1869,0,19,1.0165864098448367,62,62,Large,0
Myanmar,Yes,Asia,SEARO,East Asia and Pacific,2013-01-01,33,33,0,0,0.0,1,1,Small,4
Namibia,Yes,Africa,AFRO,Eastern and Southern Africa,2013-01-01,3,3,0,0,0.0,1,1,Small,0
Niger,Yes,Africa,AFRO,West and Central Africa,2013-01-01,585,585,0,13,2.2222222222222223,25,25,Medium,0
Nigeria,Yes,Africa,AFRO,West and Central Africa,2013-01-01,6600,6600,0,229,3.4696969696969697,33,33,Large,0
Pakistan,Yes,Asia,EMRO,South Asia,2013-01-01,1069,1069,0,23,2.1515434985968196,5,5,Large,1
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2013-01-01,6,6,0,0,0.0,0,0,Small,5
Sierra Leone,Yes,Africa,AFRO,West and Central Africa,2013-01-01,377,377,0,32,8.488063660477453,48,48,Medium,0
Singapore,No,Asia,WPRO,East Asia and Pacific,2013-01-01,2,0,2,0,0.0,0,0,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2013-01-01,6864,6864,0,140,2.0396270396270397,444,444,Large,1
South Africa,No,Africa,AFRO,Eastern and Southern Africa,2013-01-01,1,1,0,0,0.0,0,0,Small,0
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2013-01-01,270,270,0,17,6.296296296296296,5,5,Medium,0
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2013-01-01,8,8,0,0,0.0,0,0,Small,4
Togo,Yes,Africa,AFRO,West and Central Africa,2013-01-01,166,166,0,4,2.4096385542168677,21,21,Medium,0
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2013-01-01,748,748,0,27,3.6096256684491976,17,17,Medium,0
United Kingdom,No,Europe,EURO,Western Europe,2013-01-01,6,0,6,0,0.0,0,0,Small,2
USA,No,Americas,PAHO,North Americas,2013-01-01,14,2,12,0,0.0,0,0,Small,3
Venezuela,No,Americas,PAHO,Americas and Caribbean,2013-01-01,4,0,4,0,0.0,0,0,Small,3
Afghanistan,Yes,Asia,EMRO,South Asia,2012-01-01,12,12,0,0,0.0,0,0,Small,1
Angola,Yes,Africa,AFRO,Eastern and Southern Africa,2012-01-01,1215,1215,0,98,8.065843621399177,38,38,Large,0
Australia,No,Oceania,WPRO,East Asia and Pacific,2012-01-01,5,0,5,0,0.0,0,0,Small,5
Bahamas,No,Americas,PAHO,Americas and Caribbean,2012-01-01,1,0,1,0,0.0,0,0,Small,3
Benin,Yes,Africa,AFRO,West and Central Africa,2012-01-01,625,625,0,3,0.48,53,53,Medium,0
Burkina Faso,Yes,Africa,AFRO,West and Central Africa,2012-01-01,143,143,0,7,4.895104895104895,7,7,Medium,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2012-01-01,214,214,0,1,0.46728971962616817,19,19,Medium,0
Cameroon,Yes,Africa,AFRO,West and Central Africa,2012-01-01,363,363,0,5,1.3774104683195594,14,14,Medium,0
Central African Rep,No,Africa,AFRO,West and Central Africa,2012-01-01,21,21,0,0,0.0,4,4,Small,0
China,No,Asia,WPRO,East Asia and Pacific,2012-01-01,77,75,2,0,0.0,0,0,Small,5
Congo,Yes,Africa,AFRO,West and Central Africa,2012-01-01,1181,1181,0,37,3.132938187976291,220,220,Large,0
Cote d'Ivoire,Yes,Africa,AFRO,West and Central Africa,2012-01-01,424,424,0,19,4.481132075471698,16,16,Medium,0
Cuba,No,Americas,PAHO,Americas and Caribbean,2012-01-01,417,417,0,3,0.7194244604316548,37,37,Medium,3
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2012-01-01,33661,33661,0,819,2.4330827961141974,388,388,Epidemic,0
Dominican Republic,Yes,Americas,PAHO,Americas and Caribbean,2012-01-01,7919,7919,0,68,0.8586942795807552,737,737,Large,3
Ghana,Yes,Africa,AFRO,West and Central Africa,2012-01-01,9548,9548,0,100,1.0473397570171765,314,314,Large,0
Guinea,Yes,Africa,AFRO,West and Central Africa,2012-01-01,7350,7350,0,133,1.8095238095238095,576,576,Large,0
Guinea-Bissau,Yes,Africa,AFRO,West and Central Africa,2012-01-01,3068,3068,0,22,0.7170795306388527,1597,1597,Large,0
Haiti,Yes,Americas,PAHO,Americas and Caribbean,2012-01-01,112076,112076,0,894,0.7976730076019845,9951,9951,Epidemic,3
Iran,Yes,Asia,EMRO,Middle East and North Africa,2012-01-01,53,53,0,0,0.0,1,1,Small,1
Iraq,Yes,Asia,EMRO,Middle East and North Africa,2012-01-01,4693,4693,0,4,0.08523332623055614,119,119,Large,1
Japan,No,Asia,WPRO,East Asia and Pacific,2012-01-01,3,0,3,0,0.0,0,0,Small,5
Liberia,Yes,Africa,AFRO,West and Central Africa,2012-01-01,219,219,0,0,0.0,44,44,Medium,0
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2012-01-01,187,187,0,2,1.06951871657754,10,10,Medium,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2012-01-01,282,201,81,1,0.3546099290780142,6,6,Medium,5
Mali,Yes,Africa,AFRO,West and Central Africa,2012-01-01,219,219,0,19,8.67579908675799,11,11,Medium,0
Mexico,No,Americas,PAHO,Americas and Caribbean,2012-01-01,2,2,0,0,0.0,0,0,Small,3
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2012-01-01,647,647,0,7,1.0819165378670788,21,21,Medium,0
Myanmar,Yes,Asia,SEARO,East Asia and Pacific,2012-01-01,174,174,0,0,0.0,3,3,Medium,4
Nepal,Yes,Asia,SEARO,South Asia,2012-01-01,34,34,0,0,0.0,1,1,Small,4
Niger,Yes,Africa,AFRO,West and Central Africa,2012-01-01,5824,5824,0,110,1.8887362637362637,250,250,Large,0
Nigeria,Yes,Africa,AFRO,West and Central Africa,2012-01-01,597,597,0,18,3.015075376884422,3,3,Medium,0
Pakistan,Yes,Asia,EMRO,South Asia,2012-01-01,144,144,0,8,5.555555555555555,1,1,Medium,1
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2012-01-01,1864,1864,0,14,0.7510729613733905,17,17,Large,5
Russian Federation,No,Europe,EURO,"Central, Eastern Europe",2012-01-01,1,0,1,0,0.0,0,0,Small,2
Rwanda,No,Africa,AFRO,Eastern and Southern Africa,2012-01-01,9,9,0,0,0.0,1,1,Small,0
Senegal,No,Africa,AFRO,West and Central Africa,2012-01-01,1,1,0,0,0.0,0,0,Small,0
Sierra Leone,Yes,Africa,AFRO,West and Central Africa,2012-01-01,23124,23124,0,299,1.293028887735686,2960,2960,Epidemic,0
Singapore,No,Asia,WPRO,East Asia and Pacific,2012-01-01,2,0,2,0,0.0,0,0,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2012-01-01,22576,22576,0,200,0.885896527285613,1462,1462,Epidemic,1
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2012-01-01,286,286,0,4,1.3986013986013985,5,5,Medium,0
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2012-01-01,29,29,0,0,0.0,0,0,Small,4
Togo,Yes,Africa,AFRO,West and Central Africa,2012-01-01,61,61,0,1,1.639344262295082,8,8,Small,0
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2012-01-01,6326,6326,0,135,2.1340499525766674,143,143,Large,0
United Kingdom,No,Europe,EURO,Western Europe,2012-01-01,17,0,17,0,0.0,0,0,Small,2
USA,No,Americas,PAHO,North Americas,2012-01-01,18,1,17,0,0.0,0,0,Small,3
Zambia,Yes,Africa,AFRO,Eastern and Southern Africa,2012-01-01,198,198,0,2,1.0101010101010102,11,11,Medium,0
Zimbabwe,Yes,Africa,AFRO,Eastern and Southern Africa,2012-01-01,23,23,0,1,4.3478260869565215,2,2,Small,0
Afghanistan,Yes,Asia,EMRO,South Asia,2011-01-01,3733,3733,0,44,1.1786766675596034,98,98,Large,1
Angola,Yes,Africa,AFRO,Eastern and Southern Africa,2011-01-01,1810,1810,0,110,6.077348066298343,57,57,Large,0
Australia,No,Oceania,WPRO,East Asia and Pacific,2011-01-01,6,0,6,0,0.0,0,0,Small,5
Bahamas,No,Americas,PAHO,Americas and Caribbean,2011-01-01,1,0,1,0,0.0,0,0,Small,3
